title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year
Lonely,206000.0,SPICA,Lonely,,,KR,2012-11-21,,SPICA,2012
No More,197410.0,SPICA,Painkiller,,,KR,2012-02-08,,SPICA,2012
One Way,211000.0,SPICA,Secret Time,,,KR,2016-08-25,,SPICA,2016
Painkiller,251376.0,SPICA,Painkiller,,,KR,2012-02-08,,SPICA,2012
Secret Time,179307.0,SPICA,Secret Time,,,KR,2016-08-25,,SPICA,2016
Since You're Out of My Life,253677.0,SPICA,Lonely,,,KR,2012-11-21,,SPICA,2012
Tonight,219000.0,SPICA,Tonight,,,KR,2013-08-28,,SPICA,2013
Up N Down,211252.0,SPICA,Painkiller,,,KR,2012-02-08,,SPICA,2012
With you,221000.0,SPICA,Lonely,,,KR,2012-11-21,,SPICA,2012
You Don't Love Me,234000.0,SPICA,You Don't Love Me,,,XW,2014-01-27,,SPICA,2014
Your Dance,259000.0,"SPICA, 스페이스카우보이",Your Dance,,,XW,2013-09-26,,SPICA,2013
고스트 (GHOST),204947.0,SPICA,Ghost,,,XW,2014-11-05,,SPICA,2014
그날 밤,221000.0,SPICA,Lonely,,,KR,2012-11-21,,SPICA,2012
너 때문에,196937.0,SPICA,"슈퍼대디열 (Original Television Soundtrack), Pt. 2",,,US,2015-03-28,,SPICA,2015
독하게,198219.0,SPICA,Doggedly,,,XW,2012-01-10,,SPICA,2012
러시안룰렛 (Russian Roulette),210077.0,SPICA,Painkiller,,,KR,2012-02-08,,SPICA,2012
마녀의 일기,186000.0,SPICA,"A Witch’s Love, Pt. 1 (Original Television Soundtrack)",,,US,2014-04-15,,SPICA,2014
일기장,228000.0,SPICA,Painkiller,,,KR,2012-02-08,,SPICA,2012
화 (火),183000.0,SPICA,Painkiller,,,KR,2012-02-08,,SPICA,2012
Angel's Wing,214000.0,려욱,A Wild Rose,,,KR,2022-05-03,,려욱,2022
Calendar,231141.0,려욱,"Traveller, No.301",,,XW,2020-10-16,,려욱,2020
Crying,218000.0,려욱,A Wild Rose,,,KR,2022-05-03,,려욱,2022
Foxy Girl,198000.0,"려욱, DinDin",The Little Prince,,,,2016-01-28,,려욱,2016
Goodbye,224266.0,려욱,It Was All a Mistake OST Part. 1 (Soundtrack),,,XW,2022-07-28,,려욱,2022
If you love me more,234626.0,려욱,Spy Myung Wol Pt. 3 (Original Television Soundtrack),,,XW,2011-07-18,,려욱,2011
Insomnia,174000.0,려욱,Super Show 2: The 2nd Asia Tour,,,KR,2009-12-10,,려욱,2009
It's okay,277672.0,려욱,It’s okay,,,,2023-11-20,,려욱,2023
Like a Star,213000.0,려욱,The Little Prince,,,,2016-01-28,,려욱,2016
Lingering,216906.0,려욱,Lingering,,,,2023-12-19,,려욱,2023
Love is,187300.0,려욱,Music Collaboration‐Love is,,,,2024-01-29,,려욱,2024
My Dear,248000.0,려욱,A Wild Rose,,,KR,2022-05-03,,려욱,2022
Something Good,212997.0,려욱,Drunk on love,,,,2019-01-02,,려욱,2019
Starry Night,258786.0,려욱,Youth of May OST Part. 5,,,XW,2021-05-18,,려욱,2021
Sugar,212000.0,려욱,Drunk on love,,,,2019-01-02,,려욱,2019
Without You,206000.0,려욱,Drunk on love,,,,2019-01-02,,려욱,2019
그대 (Hello),201000.0,려욱,The Little Prince,,,,2016-01-28,,려욱,2016
나에게 (To Me),204000.0,려욱,A Wild Rose,,,KR,2022-05-03,,려욱,2022
너에게 (I'm Not Over You),277000.0,려욱,Drunk on love,,,,2019-01-02,,려욱,2019
넌 어디에 (Where You Are),266000.0,"려욱, ONEW, 도영, 钟辰乐, 肖德俊",2022 Winter SMTOWN : SMCU PALACE,,,KR,2022-12-26,,려욱,2022
알 수도 있는 사람 (People you may know),260000.0,려욱,The Little Prince,,,,2016-01-28,,려욱,2016
어린왕자 (The Little Prince),261000.0,려욱,The Little Prince,,,,2016-01-28,,려욱,2016
오늘만은 (Hiding Words),216000.0,려욱,A Wild Rose,,,KR,2022-05-03,,려욱,2022
우리의 거리 (One and Only),218000.0,려욱,Drunk on love,,,,2019-01-02,,려욱,2019
우리의 시작을 (Start of Something New),194000.0,"려욱, LUNA",하이스쿨뮤지컬 OST,,,KR,2013-06-19,,려욱,2013
찬란한 나의 그대 (Everlasting Love),226000.0,려욱,A Wild Rose,,,KR,2022-05-03,,려욱,2022
취해 (Drunk in the Morning),210000.0,려욱,Drunk on love,,,,2019-01-02,,려욱,2019
파란 별 (The 2nd Story),286000.0,려욱,Drunk on love,,,,2019-01-02,,려욱,2019
파랑새 (Bluebird),224000.0,려욱,A Wild Rose,,,KR,2022-05-03,,려욱,2022
품 (POOM),250000.0,려욱,The Little Prince,,,,2016-01-28,,려욱,2016
Dawn,245000.0,"B-Bomb, Jeebanoff",Dawn,,,,2019-07-02,,B-Bomb,2019
Finale,224000.0,B-Bomb,Finale,,,,2019-10-04,,B-Bomb,2019
Paradise,231000.0,"B-Bomb, KEN THE 390",Block B PROJECT-1 (Type Red),,,,2017-09-20,,B-Bomb,2017
Think About Chu,192000.0,"B-Bomb, 한해",Think About Chu,,,,2019-08-10,,B-Bomb,2019
빙글빙글,197000.0,"B-Bomb, 유권",Blooming Period,,,KR,2015-04-11,,B-Bomb,2015
Later,205000.0,태일,Later,,,,2018-12-27,,태일,2018
Lost & Found,222000.0,"태일, KEITA",Block B PROJECT-1 (Type Red),,,,2017-09-20,,태일,2017
Love or Not,213000.0,"태일, 김세정",Love or Not,,,,2017-06-12,,태일,2017
Remaining Star,235000.0,태일,Remaining Star,,,,2019-05-17,,태일,2019
사랑이었다,269000.0,태일,Blooming Period,,,KR,2015-04-11,,태일,2015
잘 있어요,205000.0,태일,잘 있어요,,,KR,2018-12-17,,태일,2018
Blind (콩깍지),208000.0,Ciipher,BLIND,,,KR,2021-09-28,,Ciipher,2021
Fall In Love,179000.0,Ciipher,I Like you (안꿀려),,,KR,2021-03-15,,Ciipher,2021
Fame,223000.0,Ciipher,THE CODE,,,KR,2022-05-11,,Ciipher,2022
Fire,223000.0,Ciipher,I Like you (안꿀려),,,KR,2021-03-15,,Ciipher,2021
Give me love,208000.0,Ciipher,I Like you (안꿀려),,,KR,2021-03-15,,Ciipher,2021
Go Ahead,219000.0,Ciipher,BLIND,,,KR,2021-09-28,,Ciipher,2021
I Like You (안꿀려; An Ggulyeo),225000.0,Ciipher,I Like you (안꿀려),,,KR,2021-03-15,,Ciipher,2021
Joker,185000.0,Ciipher,BLIND,,,KR,2021-09-28,,Ciipher,2021
Moon Night,196000.0,Ciipher,BLIND,,,KR,2021-09-28,,Ciipher,2021
On A Highway,218000.0,Ciipher,THE CODE,,,KR,2022-05-11,,Ciipher,2022
Slam The Door,204000.0,Ciipher,THE CODE,,,KR,2022-05-11,,Ciipher,2022
Solo (모태솔로),223000.0,Ciipher,I Like you (안꿀려),,,KR,2021-03-15,,Ciipher,2021
Stay (있을게),217000.0,Ciipher,THE CODE,,,KR,2022-05-11,,Ciipher,2022
That's Okay (괜찮아),215000.0,Ciipher,BLIND,,,KR,2021-09-28,,Ciipher,2021
The Code (Intro),37000.0,Ciipher,THE CODE,,,KR,2022-05-11,,Ciipher,2022
You (너를 다시),226000.0,Ciipher,THE CODE,,,KR,2022-05-11,,Ciipher,2022
cool,148813.0,SORN,cool,,,,2024-02-09,,SORN,2024
Nirvana Girl,214000.0,"SORN, YEEUN",Nirvana Girl,,,AF,2022-09-15,,SORN,2022
Not a Friend,147826.0,SORN,Not a Friend,,,,2023-03-01,,SORN,2023
Rowdy,156523.0,"SORN, 장승연",Rowdy,,,XW,2023-08-18,,SORN,2023
RUN,164160.0,SORN,RUN,,,AF,2021-03-23,,SORN,2021
Save Me,220111.0,SORN,Save Me,,,AF,2022-06-23,,SORN,2022
Scorpio,216338.0,SORN,Scorpio,,,AF,2022-04-14,,SORN,2022
Sharp Objects,169520.0,SORN,Sharp Objects,,,XW,2022-02-24,,SORN,2022
Don't Touch,,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
Go,,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
Kiss,,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
Sunshine,235990.0,"간미연, Junk",Watch,,,XW,2011-02-17,,간미연,2011
그 사람을 찾아주세요 (태국곡 리메이크),,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
그 앤 너에게 반하지 않았어,,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
그게 다야? (대만곡 리메이크),,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
눈물이 널 그려,,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
눈이 내리네,,간미연,Obsession,,,,2011-09-29,,간미연,2011
미쳐가,215745.0,"간미연, 미르",Watch,,,XW,2011-02-17,,간미연,2011
바보같은 여자라,239333.0,"간미연, BTS",Watch,,,XW,2011-02-17,,간미연,2011
안만나,,간미연,Obsession,,,,2011-09-29,,간미연,2011
어쩌라고,,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
옛날여자,,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
이별의 춤,,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
제발,,간미연,Obsession,,,,2011-09-29,,간미연,2011
파파라치,206628.0,"간미연, Eric",Watch,,,XW,2011-02-17,,간미연,2011
하얀 눈이 내리면 (중국곡 리메이크),,간미연,Refreshing,,,KR,2006-09-19,,간미연,2006
Dive,236893.0,NCT DOJAEJUNG,Perfume,,,KR,2023-04-17,,NCT DOJAEJUNG,2023
Kiss,180933.0,NCT DOJAEJUNG,Perfume,,,KR,2023-04-17,,NCT DOJAEJUNG,2023
Perfume,167627.0,NCT DOJAEJUNG,Perfume,,,KR,2023-04-17,,NCT DOJAEJUNG,2023
Strawberry Sunday,178773.0,NCT DOJAEJUNG,Perfume,,,KR,2023-04-17,,NCT DOJAEJUNG,2023
안녕 (Ordinary),198120.0,NCT DOJAEJUNG,Perfume,,,KR,2023-04-17,,NCT DOJAEJUNG,2023
후유증 (Can We Go Back),203427.0,NCT DOJAEJUNG,Perfume,,,KR,2023-04-17,,NCT DOJAEJUNG,2023
a-nation 2017,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
CBX,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
Cherish,199000.0,EXO-CBX,Hey Mama!,,,KR,2016-10-31,,EXO-CBX,2016
Crush U,204000.0,"EXO-CBX, 윤상",Crush U,,,KR,2016-12-08,,EXO-CBX,2016
Cry,260000.0,EXO-CBX,ファイナルライフ -明日、君が消えても- (Original Soundtrack),,,JP,2017-11-02,,EXO-CBX,2017
Free Showcase “Colorful BoX”,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
Gentleman,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
Girl Problems,220000.0,EXO-CBX,GIRLS,,,JP,2017-05-24,,EXO-CBX,2017
Hey Mama!,199000.0,EXO-CBX,Hey Mama!,,,KR,2016-10-31,,EXO-CBX,2016
Horololo,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
In This World,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
It's Running Time!,202000.0,EXO-CBX,It's Running Time!,,,KR,2017-07-29,,EXO-CBX,2017
JACKET - Off Shot Movie -,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
Juliet,211000.0,EXO-CBX,Hey Mama!,,,KR,2016-10-31,,EXO-CBX,2016
Ka-CHING!,208000.0,EXO-CBX,GIRLS,,,JP,2017-05-24,,EXO-CBX,2017
KING and QUEEN,224480.0,EXO-CBX,GIRLS,,,JP,2017-05-24,,EXO-CBX,2017
Miss You,209066.0,EXO-CBX,GIRLS,,,JP,2017-05-24,,EXO-CBX,2017
Monday Blues,201000.0,EXO-CBX,Blooming Days,,,KR,2018-04-10,,EXO-CBX,2018
Off Shot Movie,,EXO-CBX,GIRLS,,,JP,2017-05-24,,EXO-CBX,2017
Off the Wall,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
Playdate,210000.0,EXO-CBX,Blooming Days,,,KR,2018-04-10,,EXO-CBX,2018
Rhythm After Summer,209000.0,EXO-CBX,Hey Mama!,,,KR,2016-10-31,,EXO-CBX,2016
Ringa Ringa Ring,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
Shake,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
The One,209000.0,EXO-CBX,Hey Mama!,,,KR,2016-10-31,,EXO-CBX,2016
Thursday,185000.0,EXO-CBX,Blooming Days,,,KR,2018-04-10,,EXO-CBX,2018
Tornado Spiral,220173.0,EXO-CBX,GIRLS,,,JP,2017-05-24,,EXO-CBX,2017
Vroom Vroom,166000.0,EXO-CBX,Blooming Days,,,KR,2018-04-10,,EXO-CBX,2018
Watch Out,,EXO-CBX,MAGIC,,,JP,2018-05-09,,EXO-CBX,2018
花요일 (Blooming Day),199000.0,EXO-CBX,Blooming Days,,,KR,2018-04-10,,EXO-CBX,2018
내일 만나 (Sweet Dreams!),186000.0,EXO-CBX,Blooming Days,,,KR,2018-04-10,,EXO-CBX,2018
아름다운 강산,214000.0,EXO-CBX,"KONA Electric x EXO-CBX, 아름다운 강산 프로젝트",,,KR,2018-04-22,,EXO-CBX,2018
휴일 (Lazy),205000.0,EXO-CBX,Blooming Days,,,KR,2018-04-10,,EXO-CBX,2018
MOVE,208314.0,TREASURE (T5),MOVE,,,,2023-06-28,,TREASURE (T5),2023
A Little Moment,152000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
An Isolated Railway,188000.0,Halo,Song of the Highest Tower,,,US,2014-03-06,,HALO,2014
Angel,336000.0,Halo,Late Winter Tales,,,CA,2012-05-14,,HALO,2012
Cleyra,144000.0,Halo,Haneda/Cleyra,,,XW,2011-10-26,,HALO,2011
Cloud Gate,270000.0,Halo,Song of the Highest Tower,,,US,2014-03-06,,HALO,2014
Drift,288000.0,Halo,Late Winter Tales,,,CA,2012-05-14,,HALO,2012
First Kiss,260000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
Grímsvötn,296000.0,Halo,The Rain on Vatnajökull,,,IT,2011-05-28,,HALO,2011
Haneda,346000.0,Halo,Haneda/Cleyra,,,XW,2011-10-26,,HALO,2011
Harvest,191000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
Hollow City,472000.0,Halo,Late Winter Tales,,,CA,2012-05-14,,HALO,2012
Interlude,100000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
"January, 24th",120000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
Kiri,171000.0,Halo,Late Winter Tales,,,CA,2012-05-14,,HALO,2012
La profondità dei pensieri,345000.0,Halo,The depth of thought,,,IT,2011-06-16,,HALO,2011
Late Autumn Melody,88000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
Lullaby,167000.0,Halo,The depth of thought,,,IT,2011-06-16,,HALO,2011
Marine,200000.0,Halo,Late Winter Tales,,,CA,2012-05-14,,HALO,2012
Nyubai,139000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
Of Windflowers and Wings,87000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
Peace Loop,236000.0,Halo,Late Winter Tales,,,CA,2012-05-14,,HALO,2012
Rain Says,246000.0,Halo,Europe,,,US,2015-01-26,,HALO,2015
Sea and Sand,305000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
Seashore,179000.0,Halo,Spring in Greyscale,,,IT,2012-03-30,,HALO,2012
Sedna,334000.0,Halo,The depth of thought,,,IT,2011-06-16,,HALO,2011
Soirée,238000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
Song of the Highest Tower,244000.0,Halo,Song of the Highest Tower,,,US,2014-03-06,,HALO,2014
Spring in Greyscale,174000.0,Halo,Spring in Greyscale,,,IT,2012-03-30,,HALO,2012
Sunset,342000.0,Halo,Late Winter Tales,,,CA,2012-05-14,,HALO,2012
The Enchanted Horizon,284000.0,Halo,The Rain on Vatnajökull,,,IT,2011-05-28,,HALO,2011
The Inner Realm,330000.0,Halo,Song of the Highest Tower,,,US,2014-03-06,,HALO,2014
The Rain on Vatnajökull,591000.0,Halo,The Rain on Vatnajökull,,,IT,2011-05-28,,HALO,2011
The Silence of the Ice,356000.0,Halo,The Rain on Vatnajökull,,,IT,2011-05-28,,HALO,2011
The Wastelands,191000.0,Halo,Song of the Highest Tower,,,US,2014-03-06,,HALO,2014
Transmission,131000.0,Halo,The depth of thought,,,IT,2011-06-16,,HALO,2011
Winter's Passage,120000.0,Halo,Scenes from the four seasons,,,IT,2013-03-03,,HALO,2013
1cm,221405.0,Lovelyz,A New Trilogy,,,KR,2016-04-25,,Lovelyz,2016
Ah-Choo,218000.0,Lovelyz,Lovelyz8,,,KR,2015-10-01,,Lovelyz,2015
Aya,214000.0,Lovelyz,"Now, We",,,XW,2017-05-02,,Lovelyz,2017
Bebe,221000.0,Lovelyz,Lovelinus,,,KR,2015-12-07,,Lovelyz,2015
Cameo,199000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
Candy Jelly Love,224000.0,Lovelyz,Girls' Invasion,,,KR,2014-11-17,,Lovelyz,2014
Circle,215000.0,Lovelyz,Lovelinus,,,KR,2015-12-07,,Lovelyz,2015
Close To You,216000.0,Lovelyz,ONCE UPON A TIME,,,KR,2019-05-20,,Lovelyz,2019
Destiny (나의 지구),213325.0,Lovelyz,A New Trilogy,,,KR,2016-04-25,,Lovelyz,2016
Emotion,190000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
FALLIN',213000.0,Lovelyz,Fall in Lovelyz,,,KR,2017-11-14,,Lovelyz,2017
Hug Me,224000.0,Lovelyz,Lovelyz8,,,KR,2015-10-01,,Lovelyz,2015
Introducing the Candy,54000.0,Lovelyz,Girls' Invasion,,,KR,2014-11-17,,Lovelyz,2014
Like U,206000.0,Lovelyz,SANCTUARY,,,KR,2018-11-26,,Lovelyz,2018
LOVE GAME,182000.0,Lovelyz,ONCE UPON A TIME,,,KR,2019-05-20,,Lovelyz,2019
Moonlight,206653.0,Lovelyz,Queendom < FINAL Comeback >,,,AF,2019-10-25,,Lovelyz,2019
Moonrise,40622.0,Lovelyz,A New Trilogy,,,KR,2016-04-25,,Lovelyz,2016
Never Ending,64000.0,Lovelyz,SANCTUARY,,,KR,2018-11-26,,Lovelyz,2018
Night and Day,265000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
Obliviate,202000.0,Lovelyz,Unforgettable,,,KR,2020-09-01,,Lovelyz,2020
Once upon a time,57000.0,Lovelyz,ONCE UPON A TIME,,,KR,2019-05-20,,Lovelyz,2019
R U Ready?,32000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
Rain,286000.0,Lovelyz,SANCTUARY,,,KR,2018-11-26,,Lovelyz,2018
Rewind,223000.0,Lovelyz,SANCTUARY,,,KR,2018-11-26,,Lovelyz,2018
Secret Story,294000.0,Lovelyz,ONCE UPON A TIME,,,KR,2019-05-20,,Lovelyz,2019
SHINING★STAR,200000.0,Lovelyz,Heal,,,US,2018-04-23,,Lovelyz,2018
Sixth Sense,256000.0,Lovelyz,"Queendom <Cover Contest>, Pt. 2",,,XW,2019-09-20,,Lovelyz,2019
Spotlight,73000.0,Lovelyz,Fall in Lovelyz,,,KR,2017-11-14,,Lovelyz,2017
Sweet & Sour (Anamanaguchi BOOtleg),236000.0,Lovelyz,Capsule Silence XXIV,,,XW,2016-03-28,,Lovelyz,2016
Sweet Luv,184000.0,Lovelyz,ONCE UPON A TIME,,,KR,2019-05-20,,Lovelyz,2019
Take me somewhere,179000.0,Lovelyz,피버뮤직 2017,,,KR,2017-09-30,,Lovelyz,2017
Temptation,208000.0,Lovelyz,Heal,,,US,2018-04-23,,Lovelyz,2018
The,222000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
Unforgettable,46000.0,Lovelyz,Unforgettable,,,KR,2020-09-01,,Lovelyz,2020
WoW!,185000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
治癒 (치유),56000.0,Lovelyz,Heal,,,US,2018-04-23,,Lovelyz,2018
걱정 인형,213000.0,Lovelyz,Unforgettable,,,KR,2020-09-01,,Lovelyz,2020
그 시절 우리가 사랑했던 우리 (Beautiful Days),233000.0,Lovelyz,ONCE UPON A TIME,,,KR,2019-05-20,,Lovelyz,2019
그날의 너,195000.0,Lovelyz,Heal,,,US,2018-04-23,,Lovelyz,2018
그냥,201000.0,Lovelyz,Fall in Lovelyz,,,KR,2017-11-14,,Lovelyz,2017
그대에게,208000.0,Lovelyz,Lovelinus,,,KR,2015-12-07,,Lovelyz,2015
꽃점,212000.0,Lovelyz,SANCTUARY,,,KR,2018-11-26,,Lovelyz,2018
나의 연인,217000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
남보다 못한 사이,233653.0,"Lovelyz, 휘성",Muse on Music,,,KR,2018-09-10,,Lovelyz,2018
너만 없다,238098.0,Lovelyz,Muse on Music,,,KR,2018-09-10,,Lovelyz,2018
놀이공원,194000.0,Lovelyz,Hi~,,,KR,2015-03-03,,Lovelyz,2015
똑똑,206000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
라푼젤,206000.0,Lovelyz,Lovelyz8,,,KR,2015-10-01,,Lovelyz,2015
마음 (*취급주의),234267.0,Lovelyz,A New Trilogy,,,KR,2016-04-25,,Lovelyz,2016
미묘미묘해,183000.0,Lovelyz,Heal,,,US,2018-04-23,,Lovelyz,2018
백일몽,190000.0,Lovelyz,SANCTUARY,,,KR,2018-11-26,,Lovelyz,2018
비밀여행,221000.0,Lovelyz,Girls' Invasion,,,KR,2014-11-17,,Lovelyz,2014
비밀정원,216000.0,Lovelyz,Fall in Lovelyz,,,KR,2017-11-14,,Lovelyz,2017
삼각형,210000.0,Lovelyz,Fall in Lovelyz,,,KR,2017-11-14,,Lovelyz,2017
새벽별,211000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
새콤달콤,212000.0,Lovelyz,Lovelyz8,,,KR,2015-10-01,,Lovelyz,2015
수채화,229000.0,Lovelyz,Heal,,,US,2018-04-23,,Lovelyz,2018
순천의 하늘 아래에서,203000.0,"Lovelyz, Golden Child",순천의 하늘 아래에서,,,KR,2020-12-24,,Lovelyz,2020
숨바꼭질,238000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
안녕 (Hi~),207000.0,Lovelyz,Hi~,,,KR,2015-03-03,,Lovelyz,2015
어제처럼 굿나잇,221000.0,Lovelyz,어제처럼 굿나잇,,,KR,2014-11-10,,Lovelyz,2014
여름 한 조각,211000.0,Lovelyz,Wag-Zak,,,US,2018-07-01,,Lovelyz,2018
예쁜 여자가 되는 법,195000.0,Lovelyz,Lovelyz8,,,KR,2015-10-01,,Lovelyz,2015
이별 Chapter 1,163000.0,Lovelyz,Girls' Invasion,,,KR,2014-11-17,,Lovelyz,2014
이야기꽃,224000.0,Lovelyz,Unforgettable,,,KR,2020-09-01,,Lovelyz,2020
인형,207004.0,Lovelyz,A New Trilogy,,,KR,2016-04-25,,Lovelyz,2016
자각몽,187000.0,Lovelyz,Unforgettable,,,KR,2020-09-01,,Lovelyz,2020
작별하나,194000.0,Lovelyz,작별하나,,,KR,2015-09-14,,Lovelyz,2015
"절대, 비밀",237000.0,Lovelyz,Unforgettable,,,KR,2020-09-01,,Lovelyz,2020
졸린 꿈,230000.0,Lovelyz,Fall in Lovelyz,,,KR,2017-11-14,,Lovelyz,2017
종소리,223000.0,Lovelyz,Fall in Lovelyz,,,KR,2017-11-14,,Lovelyz,2017
지금 이대로 (NC 피버뮤직),170000.0,Lovelyz,tvN 300 x NC 피버뮤직 2018,,,KR,2018-09-29,,Lovelyz,2018
"지금, 우리",196000.0,Lovelyz,"Now, We",,,XW,2017-05-02,,Lovelyz,2017
찾아가세요,181000.0,Lovelyz,SANCTUARY,,,KR,2018-11-26,,Lovelyz,2018
책갈피,208980.0,Lovelyz,A New Trilogy,,,KR,2016-04-25,,Lovelyz,2016
첫눈,196000.0,Lovelyz,R U Ready?,,,KR,2017-02-26,,Lovelyz,2017
퐁당,209528.0,Lovelyz,A New Trilogy,,,KR,2016-04-25,,Lovelyz,2016
Playground,181293.0,GAHYEON,[Apocalypse : Save us],,,KR,2022-04-12,,GAHYEON,2022
Twenty-three,,GAHYEON,Halloween Midnight Circus,,,KR,2021-10-30,,GAHYEON,2021
월급은 통장을 스칠 뿐,184000.0,GAHYEON,월급은 통장을 스칠 뿐,,,US,2020-07-17,,GAHYEON,2020
이 지금,159000.0,GAHYEON,이 지금,,,XW,2020-04-30,,GAHYEON,2020
제주도의 푸른 밤,136000.0,GAHYEON,제주도의 푸른 밤,,,XW,2023-09-06,,GAHYEON,2023
피어나,,GAHYEON,Dystopia: Seven Spirits Live Band Set,,,XW,2020-11-07,,GAHYEON,2020
Broken,191840.0,Cherry Bullet,Cherry Wish,,,KR,2022-03-02,,Cherry Bullet,2022
Cloud Nine,168000.0,Cherry Bullet,Cherry Dash,,,KR,2023-03-07,,Cherry Bullet,2023
Heart Attack,198000.0,Cherry Bullet,Live 2019 FNC KINGDOM -WINTER FOREST CAMP-,,,,2020-07-08,,Cherry Bullet,2020
Hiccups,223733.0,Cherry Bullet,Cherry Wish,,,KR,2022-03-02,,Cherry Bullet,2022
Love in Space,216973.0,Cherry Bullet,Cherry Wish,,,KR,2022-03-02,,Cherry Bullet,2022
Love So Sweet,188053.0,Cherry Bullet,Cherry Rush,,,KR,2021-01-20,,Cherry Bullet,2021
My Boo,204000.0,Cherry Bullet,Cherry Wish,,,KR,2022-03-02,,Cherry Bullet,2022
P.O.W! (Play on the World),194000.0,Cherry Bullet,Cherry Dash,,,KR,2023-03-07,,Cherry Bullet,2023
Q&A,206000.0,Cherry Bullet,Let’s Play Cherry Bullet,,,KR,2019-01-21,,Cherry Bullet,2019
Queen,186000.0,Cherry Bullet,Cherry Dash,,,KR,2023-03-07,,Cherry Bullet,2023
Really Really,199000.0,Cherry Bullet,Live 2019 FNC KINGDOM -WINTER FOREST CAMP-,,,,2020-07-08,,Cherry Bullet,2020
VIOLET,198000.0,Cherry Bullet,Let’s Play Cherry Bullet,,,KR,2019-01-21,,Cherry Bullet,2019
Whistle Like That,200000.0,Cherry Bullet,Cherry Dash,,,KR,2023-03-07,,Cherry Bullet,2023
겨울 별 (A Winter Star),218000.0,Cherry Bullet,Cherry Dash,,,KR,2023-03-07,,Cherry Bullet,2023
눈에 띄네,180000.0,Cherry Bullet,Let’s Play Cherry Bullet,,,KR,2019-01-21,,Cherry Bullet,2019
닿을까 말까 (KKa KKa),212000.0,Cherry Bullet,Cherry Wish,,,KR,2022-03-02,,Cherry Bullet,2022
라팜파 (Follow Me),221973.0,Cherry Bullet,Cherry Rush,,,KR,2021-01-20,,Cherry Bullet,2021
멋대로 해 (Whatever),218613.0,Cherry Bullet,Cherry Rush,,,KR,2021-01-20,,Cherry Bullet,2021
무릎을 탁 치고 (Hands Up),212000.0,Cherry Bullet,Hands Up,,,XW,2020-02-11,,Cherry Bullet,2020
발그레 (Ruddy),192000.0,Cherry Bullet,LOVE ADVENTURE,,,KR,2019-05-22,,Cherry Bullet,2019
알로하오에 (Aloha Oe),181000.0,Cherry Bullet,Aloha Oe,,,XW,2020-08-06,,Cherry Bullet,2020
